NumMentions,ActionGeo_Lat,ActionGeo_Long,SQLDATE,ActionGeo_FullName,ActionGeo_Type
128,46.1956,6.14811,20130215,"Geneva, Genè, Switzerland",4
108,33.5,36.3,20130219,"Damascus, Dimashq, Syria",4
174,36.2028,37.1586,20130219,"Aleppo, ?alab, Syria",4
138,33.5,36.3,20130219,"Damascus, Dimashq, Syria",4
116,36.2028,37.1586,20130219,"Aleppo, ?alab, Syria",4
164,42.1497,-74.9384,20130228,"New York, United States",2
193,42.1497,-74.9384,20130228,"New York, United States",2
210,18.975,72.8258,20130305,"Bombay, Maharashtra, India",4
130,32.3219,118.298,20130331,"Chuzhou, Anhui, China",4
160,29.0,120.0,20130409,"Zhejiang, Zhejiang, China",5
190,11.0,-10.0,20130927,Guinea,1
110,39.1422,117.177,20131014,"Tianjin, Tianjin, China",4
150,48.0,128.0,20131028,"Heilongjiang, Heilongjiang, China",5
624,59.9167,10.75,20131119,"Oslo, Oslo, Norway",4
260,59.9167,10.75,20131120,"Oslo, Oslo, Norway",4
140,36.0986,120.372,20131205,"Qingdao, Shandong, China",4
114,22.2833,114.133,20131218,"University Of Hong Kong, Hong Kong (general), Hong Kong",4
106,38.0,-97.0,20131225,United States,1
160,29.0,120.0,20140129,"Zhejiang, Zhejiang, China",5
144,39.9289,116.388,20140205,"Beijing, Beijing, China",4
119,39.9289,116.388,20140206,"Beijing, Beijing, China",4
200,7.0,21.0,20140224,Central African Republic,1
160,7.0,21.0,20140224,Central African Republic,1
200,7.0,21.0,20140224,Central African Republic,1
160,7.0,21.0,20140224,Central African Republic,1
140,14.9716,102.083,20140228,"Nakhon Ratchasima, Nakhon Ratchasima, Thailand",4
110,39.0646,-105.327,20140304,"Colorado, United States",2
120,39.0724,-76.7902,20140305,"Maryland, United States",2
1510,-12.5,18.5,20140315,Angola,1
1510,-12.5,18.5,20140315,Angola,1
840,-12.5,18.5,20140316,Angola,1
840,-12.5,18.5,20140316,Angola,1
390,-12.5,18.5,20140317,Angola,1
390,-12.5,18.5,20140317,Angola,1
150,-12.5,18.5,20140318,Angola,1
150,-12.5,18.5,20140318,Angola,1
120,9.50917,-13.7122,20140324,"Conakry, Capitale d'Etat-Zone Speciale de Conakry, Guinea",4
150,9.50917,-13.7122,20140324,"Conakry, Capitale d'Etat-Zone Speciale de Conakry, Guinea",4
225,9.50917,-13.7122,20140324,"Conakry, Capitale d'Etat-Zone Speciale de Conakry, Guinea",4
291,14.7367,-17.6339,20140324,"Dakar, Dakar, Senegal",4
180,15.0,30.0,20140325,Sudan,1
151,9.50917,-13.7122,20140325,"Conakry, Capitale d'Etat-Zone Speciale de Conakry, Guinea",4
118,13.75,100.517,20140325,"Bangkok, Krung Thep Mahanakhon, Thailand",4
180,46.1956,6.14811,20140329,"Geneva, Genè, Switzerland",4
270,0.0,25.0,20140329,Democratic Republic Of The Congo,1
110,28.6667,77.2167,20140413,"Delhi, Delhi, India",4
206,1.3667,103.8,20140416,Singapore,1
105,-10.0,-55.0,20140501,Brazil,1
110,36.17,-119.746,20140507,"California, United States",2
130,24.6408,46.7728,20140512,"Riyadh, Ar Riya?, Saudi Arabia",4
130,24.6408,46.7728,20140512,"Riyadh, Ar Riya?, Saudi Arabia",4
130,24.6408,46.7728,20140512,"Riyadh, Ar Riya?, Saudi Arabia",4
121,46.1956,6.14811,20140528,"Geneva, Genè, Switzerland",4
180,36.17,-119.746,20140528,"California, United States",2
315,51.5,-0.116667,20140529,"London, London, City of, United Kingdom",4
503,46.1956,6.14811,20140529,"Geneva, Genè, Switzerland",4
140,54.0,-2.0,20140529,United Kingdom,1
190,15.0,100.0,20140627,Thailand,1
130,-27.0,133.0,20140627,Australia,1
190,13.75,100.517,20140627,"Bangkok, Krung Thep Mahanakhon, Thailand",4
110,51.5,-0.116667,20140708,"London, London, City of, United Kingdom",4
120,9.50917,-13.7122,20140727,"Conakry, Capitale d'Etat-Zone Speciale de Conakry, Guinea",4
120,9.50917,-13.7122,20140727,"Conakry, Capitale d'Etat-Zone Speciale de Conakry, Guinea",4
150,38.0,-97.0,20140727,United States,1
232,6.31056,-10.8047,20140728,"Monrovia, Montserrado, Liberia",4
118,6.31056,-10.8047,20140729,"Monrovia, Montserrado, Liberia",4
230,6.5,-9.5,20140731,Liberia,1
230,6.5,-9.5,20140731,Liberia,1
224,38.8951,-77.0364,20140731,"White House, District of Columbia, United States",3
224,38.8951,-77.0364,20140731,"White House, District of Columbia, United States",3
144,38.8951,-77.0364,20140801,"Washington, District of Columbia, United States",3
320,6.5,-9.5,20140801,Liberia,1
322,6.5,-9.5,20140801,Liberia,1
124,31.106,-97.6475,20140801,"Texas, United States",2
170,-1.0,15.0,20140806,Congo,1
156,38.8951,-77.0364,20140806,"Washington, District of Columbia, United States",3
106,8.02056,-10.2722,20140809,"Kailahun, Lofa, Liberia",4
160,6.45306,3.39583,20140811,"Lagos, Lagos, Nigeria",4
120,14.0,-14.0,20140811,Senegal,1
200,7.87667,-11.1875,20140811,"Kenema, Eastern, Sierra Leone",4
120,14.0,-14.0,20140811,Senegal,1
336,14.0,-14.0,20140812,Senegal,1
336,14.0,-14.0,20140812,Senegal,1
150,42.1497,-74.9384,20140813,"New York, United States",2
120,42.1497,-74.9384,20140813,"New York, United States",2
102,51.0,9.0,20140817,Germany,1
156,8.28694,-10.0844,20140817,"Kolahun, Lofa, Liberia",4
240,3.36667,11.6,20140817,"Ebola, Centre, Cameroon",4
240,3.36667,11.6,20140817,"Ebola, Centre, Cameroon",4
144,11.0,-10.0,20140819,Guinea,1
144,11.0,-10.0,20140819,Guinea,1
120,11.0,-10.0,20140819,Guinea,1
128,6.33333,-10.8,20140822,"West Point, Montserrado, Liberia",4
130,40.764,-73.9561,20140823,"Memorial Sloan Kettering Cancer Center, New York, United States",3
172,15.0,30.0,20140824,Sudan,1
210,38.0,-97.0,20140825,United States,1
120,8.43333,-10.7667,20140827,"Kailahun, Eastern, Sierra Leone",4
365,8.43333,-10.7667,20140827,"Kailahun, Eastern, Sierra Leone",4
140,8.43333,-10.7667,20140827,"Kailahun, Eastern, Sierra Leone",4
150,6.5,-9.5,20140828,Liberia,1
187,14.7367,-17.6339,20140901,"Dakar, Dakar, Senegal",4
110,8.5,-11.5,20140902,Sierra Leone,1
150,46.1956,6.14811,20140905,"Geneva, Genè, Switzerland",4
244,23.1319,-82.3642,20140911,"Havana, Ciudad de La Habana, Cuba",4
174,6.31056,-10.8047,20140911,"Monrovia, Montserrado, Liberia",4
108,38.8951,-77.0364,20140914,"Washington, District of Columbia, United States",3
110,6.31056,-10.8047,20140914,"Monrovia, Montserrado, Liberia",4
420,6.31056,-10.8047,20140914,"Monrovia, Montserrado, Liberia",4
290,6.31056,-10.8047,20140915,"Monrovia, Montserrado, Liberia",4
110,5.55,-0.216667,20140915,"Accra, Greater Accra, Ghana",4
240,8.49,-13.2342,20140915,"Freetown, Western Area, Sierra Leone",4
140,46.1956,6.14811,20140916,"Geneva, Genè, Switzerland",4
105,38.0,-97.0,20140916,United States,1
122,38.8951,-77.0364,20140916,"Washington, District of Columbia, United States",3
130,39.8647,-86.2604,20140918,"Indiana, United States",2
210,35.0,105.0,20140919,China,1
115,8.5,-11.5,20140919,Sierra Leone,1
280,20.9667,72.9,20140919,"Surat, Gujarat, India",4
150,20.9667,72.9,20140920,"Surat, Gujarat, India",4
110,-1.0,15.0,20140923,Congo,1
110,8.5,-11.5,20140923,Sierra Leone,1
164,14.7367,-17.6339,20140923,"Dakar, Dakar, Senegal",4
130,8.5,-11.5,20140924,Sierra Leone,1
230,6.31056,-10.8047,20140925,"Monrovia, Montserrado, Liberia",4
130,40.4,-3.68333,20141008,"Madrid, Madrid, Spain",4
127,40.4,-3.68333,20141008,"Madrid, Madrid, Spain",4
378,6.5,-9.5,20141009,Liberia,1
150,6.5,-9.5,20141009,Liberia,1
246,6.5,-9.5,20141009,Liberia,1
102,6.5,-9.5,20141009,Liberia,1
