NumMentions,ActionGeo_Lat,ActionGeo_Long,SQLDATE,ActionGeo_FullName,ActionGeo_Type
360,39.9289,116.388,20100906,"Beijing, Beijing, China",4
234,60.0,100.0,20100906,Russia,1
583,42.1497,-74.9384,20100907,"New York, United States",2
583,42.1497,-74.9384,20100907,"New York, United States",2
601,42.1497,-74.9384,20100907,"New York, United States",2
611,42.1497,-74.9384,20100907,"New York, United States",2
207,35.75,51.5148,20100911,"Tehran, Tehran, Iran",4
207,35.75,51.5148,20100911,"Tehran, Tehran, Iran",4
207,35.75,51.5148,20100911,"Tehran, Tehran, Iran",4
270,42.1497,-74.9384,20100913,"New York, United States",2
275,-33.8833,151.217,20100913,"Sydney, New South Wales, Australia",4
308,-30.0,-71.0,20100914,Chile,1
585,30.0,70.0,20100917,Pakistan,1
585,30.0,70.0,20100917,Pakistan,1
234,30.0,70.0,20100918,Pakistan,1
527,42.1497,-74.9384,20100919,"New York, United States",2
378,38.0,-97.0,20100919,United States,1
504,42.1497,-74.9384,20100919,"New York, United States",2
378,38.0,-97.0,20100919,United States,1
327,31.5,34.75,20100920,Israel,1
369,39.0,35.0,20100920,Turkey,1
423,38.0,-97.0,20100920,United States,1
423,38.0,-97.0,20100920,United States,1
448,42.1497,-74.9384,20100922,"New York, United States",2
306,31.5,34.75,20100922,Israel,1
405,38.8951,-77.0364,20100922,"Washington, District of Columbia, United States",3
452,42.1497,-74.9384,20100922,"New York, United States",2
313,35.75,51.5148,20100923,"Tehran, Tehran, Iran",4
1203,13.0,-85.0,20100923,Nicaragua,1
266,42.1497,-74.9384,20100923,"New York, United States",2
286,60.0,100.0,20100924,Russia,1
286,60.0,100.0,20100924,Russia,1
423,32.0,53.0,20100924,Iran,1
286,60.0,100.0,20100924,Russia,1
220,35.75,51.5148,20100924,"Tehran, Tehran, Iran",4
286,42.1497,-74.9384,20100924,"New York, United States",2
514,10.0,49.0,20100927,Somalia,1
320,31.5,34.75,20100928,Israel,1
252,39.0194,125.755,20100929,"Pyongyang, P'yongyang-si, North Korea",4
234,39.0194,125.755,20100929,"Pyongyang, P'yongyang-si, North Korea",0
400,31.5,34.75,20101002,Israel,1
421,33.0,44.0,20101002,Iraq,1
244,2.06667,45.3667,20101006,"Mogadishu, Banaadir, Somalia",4
248,9.59525,28.4349,20101006,"Abyei, Janub Kurdufan, Sudan",4
203,59.3333,18.05,20101011,"Stockholm, Stockholm, Sweden",4
356,46.0,2.0,20101014,France,1
343,7.2025,80.3284,20101015,"Atugoda, Sabaragamuwa, Sri Lanka",4
306,33.0,65.0,20101105,Afghanistan,1
204,33.0,65.0,20101105,Afghanistan,1
